,questions,documents,answers,explanations
306,Lindert ein Pflaster mit hochdosiertem Capsaicin Schmerzen nach einer Gürtelrose?,"So besserten sich die Nervenschmerzen für acht bis zwölf Wochen:  Mit dem Capsaicin-Pflaster bei 36 von 100 Personen. Wirksamkeit bei Schmerzen nach Gürtelrose  Klare Rückschlüsse konnten sie aus zwei Arbeiten mit 571 Patienten und Patientinnen ziehen, die unter Nervenschmerzen nach einer Gürtelrose litten.",yes,"Bei einigen Personen mit überstandener Gürtelrose kann ein Pflaster mit dem hochdosierten Wirkstoff Capsaicin (8%) wahrscheinlich Nervenschmerzen (neuropathische Schmerzen) für rund 12 Wochen lindern.,Die zu dieser Fragestellung vorhandenen Studien sind von schlechter Qualität und lassen keine Rückschlüsse zu. Es ist also unklar, ob hochdosiertes Capsaicin (8%) in Pflasterform bei Personen mit Diabetes oder HIV Nervenschmerzen lindern kann."
307,Lindert ein Pflaster mit hochdosiertem Capsaicin Schmerzen bei Diabetes mellitus oder einer Infektion mit dem HI-Virus??,"Es ist also unklar, ob hochdosiertes Capsaicin (8%) in Pflasterform bei Personen mit Diabetes oder HIV Nervenschmerzen lindern kann. Unklar: Hilfe bei Schmerzen durch HIV und Diabetes  Das Forschungsteam [1] analysierte auch, ob Capsaicin-Pflaster bei HIV oder Diabetes die dafür typischen Nervenschmerzen lindern können. Aus diesem Grund schätzen wir die Ergebnisse der vorliegenden Studien als nicht verlässlich ein und können daher nicht sagen, ob Capsaicin-Pflaster gegen die für HIV und Diabetes typischen Nervenschmerzen wirkt.",unknown,"Bei einigen Personen mit überstandener Gürtelrose kann ein Pflaster mit dem hochdosierten Wirkstoff Capsaicin (8%) wahrscheinlich Nervenschmerzen (neuropathische Schmerzen) für rund 12 Wochen lindern.,Die zu dieser Fragestellung vorhandenen Studien sind von schlechter Qualität und lassen keine Rückschlüsse zu. Es ist also unklar, ob hochdosiertes Capsaicin (8%) in Pflasterform bei Personen mit Diabetes oder HIV Nervenschmerzen lindern kann."
308,Erhöht industriell stark verarbeitete Nahrung das Risiko für Krebs?,"Im Laufe der Zeit deutete sich ein gewisses Muster an: Menschen mit dem höchsten Konsum von „Industrie-Essen“ erkrankten etwas häufiger an Krebs. Das heißt, dass stark verarbeitete Produkte eventuell zu einer leichten Erhöhung des Krebsrisikos führen. Diese Ergebnisse deuten also darauf hin, dass das Essen und Trinken von hoch verarbeiteten Lebensmitteln das Auftreten von Krebs möglicherweise leicht begünstigt.",yes,"Erste Hinweise auf einen möglichen Zusammenhang zwischen dem Konsum von industriell hergestellten, stark verarbeiteten Produkten und Krebs haben sich in einer großen französischen Beobachtungsstudie ergeben. Es könnte also sein, dass es bei Menschen, die mehr stark verarbeitete Produkte (z. B. Fertiggerichte) essen und trinken, etwas häufiger zu Krebserkrankungen kommt. Mehr Langzeit-Forschung zu diesem wichtigen Thema ist unbedingt notwendig. Der aktuelle Wissensstand ist keineswegs gut abgesichert, und verlässliche Belege für eine Ursache-Wirkung-Beziehung von stark verarbeiteter Nahrung und Krebs fehlen. Der möglicherweise zugrunde liegende Mechanismus ist unbekannt."
309,Hat Propolis eine heilende oder lindernde Wirkung bei Entzündungen im Mund (bei ansonsten gesunden Menschen)?,"Keine Belege für entzündungshemmende Wirkung Das Ergebnis unserer Recherche war enttäuschend. Ob Propolis nun heilend wirken kann oder nicht, können die Studien aufgrund ihrer mangelhaften Qualität jedoch nicht beantworten. Es bleibt somit unklar, ob Unterschiede zwischen den Gruppenergebnissen zu Studienende wirklich dem Einsatz von Propolis geschuldet sind – oder nur auf den grundlegenden Unterschieden zwischen den Gruppen fußen.",unknown,"Bisherige Studien zu Aphthen, Candidose und Entzündungen im Mund bei ansonsten gesunden Menschen sind mangelhaft durchgeführt. Eine Einschätzung der Wirkung von Propolis ist auf dieser Basis nicht möglich."
310,Beeinträchtigen Amalgamfüllungen die geistige Entwicklung von Schulkindern im Vergleich zu Zahnfüllungen aus Kunststoff?,"Zwar stellten die Studienautorinnen und -autoren bei Kindern mit Amalgamfüllungen geringfügig höhere Quecksilbermengen im Körper fest – die Werte lagen jedoch deutlich unterhalb der gesundheitlich bedenklichen Konzentration [6, 14] . Es ist  insgesamt wenig wahrscheinlich, dass Amalgamfüllungen die geistigen Fähigkeiten von Kindern beeinträchtigen. Das Amalgam schien nicht die Ursache für die Beschwerden zu sein, auch wenn jene Personen, die sich die Füllungen entfernen ließen, etwas niedrigere Quecksilberwerte hatten [4] . Amalgam hatte weder negative Auswirkungen auf  die Intelligenz, noch das Gedächtnis oder die Konzentration der Kinder.",no,"Kinder, die im Alter von sechs bis zehn Jahren zumindest eine Amalgamfüllung bekommen, haben geringfügig mehr Quecksilber im Körper als ihre Altersgenossen mit Kunststofffüllungen. Diese Mengen sind mit großer Wahrscheinlichkeit jedoch zu gering, um geistige Fähigkeiten wie Intelligenz, Konzentration und Merkfähigkeit in einem Zeitraum von fünf Jahren zu beeinträchtigen. Das zeigen bisherige Studien. Kaum untersucht sind mögliche Auswirkungen von Amalgamfüllungen auf Kinder unter sechs Jahren sowie bei schwangeren Frauen auf deren ungeborenen Nachwuchs. Ob es andere gesundheitliche Auswirkungen gibt, ist bisher kaum erforscht."
311,Schützt Kurkumin gesunde Menschen vor geistigen Einschränkungen oder sogar vor der Entwicklung einer Demenz?,"Studien mit Kurkumin fehlt Aussagekraft Beeindruckende Belege für eine Wirksamkeit oder zumindest vielversprechende Hinweise haben wir in keiner Studie finden können. In den Studien zur Vorbeugung einer Demenz [1-3] waren die Ergebnisse widersprüchlich. Widersprüchliche Vorbeugungsergebnisse  In zwei Studien [1,2] fanden sich positive Effekte von Kurkumin nur bei einigen, aber nicht bei allen Tests. Das einzige Fazit, das sich hier zum Thema Demenz-Vorbeugung ziehen lässt: widersprüchlich.",unknown,"In drei Studien mit relativ wenigen Testpersonen und teils schweren methodischen Mängeln finden sich widersprüchliche Ergebnisse mit fraglicher Aussagekraft.,Zwei Studien haben keinen Effekt einer sechsmonatigen Behandlung mit Kurkumin finden können. Die Untersuchungen waren allerdings relativ klein und hatten methodische Probleme."
312,Schützt Kurkumin Menschen mit bereits diagnostizierter Demenz vor einem weiteren Rückgang der geistigen Fähigkeiten??,"In den Studien mit Patientinnen und Patienten, die bereits unter Demenz litten [4,5] , hatte Kurkumin keine stärkeren positiven Effekte auf die Gedächtnisleistung als Scheinmedikamente.",no,"In drei Studien mit relativ wenigen Testpersonen und teils schweren methodischen Mängeln finden sich widersprüchliche Ergebnisse mit fraglicher Aussagekraft.,Zwei Studien haben keinen Effekt einer sechsmonatigen Behandlung mit Kurkumin finden können. Die Untersuchungen waren allerdings relativ klein und hatten methodische Probleme."
313,Helfen Präparate mit Huminsäuren bei Erkrankungen oder Beschwerden von Magen und Darm?,"Allein: Zu der Frage, ob Huminsäuren zur Gesundheit oder Genesung von Magen und Darm beitragen, haben wir keine aussagekräftigen wissenschaftlichen Studien finden können. Keine Studien veröffentlicht Bei unserer Recherche zur Wirksamkeit von Huminsäuren sind wir lediglich auf einige „Anwendungsbeobachtungen“ gestoßen. Und so bleibt unklar, ob die beobachteten Veränderungen nach der Einnahme von Huminsäuren tatsächlich auf das Präparat selbst zurückzuführen sind.",unknown,Wir konnten keine aussagekräftigen Studien zu dieser Frage identifizieren
314,Wirkt ein Extrakt aus Kernen der Grapefruit gegen Pilzerkrankungen wie Fußpilz oder Nagelpilz?,"Allerdings ist es beim genauen Hinsehen nicht ganz klar, ob tatsächlich der Extrakt selbst gegen die Mikroorganismen wirkte. Deshalb lassen sich keine Aussagen dazu treffen, ob Extrakte aus Grapefruitkernen tatsächlich gegen Pilzerkrankungen beim Menschen helfen.",unknown,Die Wirksamkeit von Extrakten aus den Kernen der Grapefruit gegen Pilze wurde bisher nur in Laborversuchen erforscht. Die Ergebnisse waren widersprüchlich. An Menschen mit Fußpilz oder Nagelpilz wurde das Mittel gar nicht getestet.
315,Verbessert die Einnahme von Hagebuttenpulver bei rheumatoider Arthritis die Symptome?,Bei rheumatoider Arthritis findet die einzige verfügbare Studie zwar einen rechnerischen Vorteil für Hagebuttenpulver.,no,"Die Frage ist nur in einer kleinen Studie mit methodischen Mängeln untersucht worden. Darin fand sich zwar ein rechnerischer Vorteil für jene Personen, die mit Hagebuttenpulver behandelt wurden. Im Vergleich zu Placebo war der Vorteil aber so klein, dass er im Alltag wahrscheinlich keine merkliche Verbesserung bringt.,Insgesamt drei kleinere Studien mit methodischen Mängeln haben die Frage untersucht, sind aber zu widersprüchlichen Ergebnissen gekommen."
316,Lindert die Einnahme von Hagebuttenpulver bei Arthrose die Beschwerden??,"Auch hatten die Studien in der Regel mehrere methodische Schwächen, sodass die Ergebnisse wenig verlässlich sind. Keine Belege für Wirksamkeit Nicht nur die Methoden sind enttäuschend. Ob Hagebuttenpulver tatsächlich gut verträglich ist, lässt sich auch wegen der geringen Zahl an Teilnehmerinnen und Teilnehmern und aufgrund der relativ kurzen Studiendauer ohnehin nicht sicher sagen. Die Studien kamen allerdings zu widersprüchlichen Ergebnissen: In einigen fand sich ein Vorteil von Hagebuttenpulver, in anderen nicht.",unknown,"Die Frage ist nur in einer kleinen Studie mit methodischen Mängeln untersucht worden. Darin fand sich zwar ein rechnerischer Vorteil für jene Personen, die mit Hagebuttenpulver behandelt wurden. Im Vergleich zu Placebo war der Vorteil aber so klein, dass er im Alltag wahrscheinlich keine merkliche Verbesserung bringt.,Insgesamt drei kleinere Studien mit methodischen Mängeln haben die Frage untersucht, sind aber zu widersprüchlichen Ergebnissen gekommen."
317,"Kann der genetische Bluttest auf das Down-Syndrom (Trisomie 21) vorhersagen, ob das Ungeborene betroffen ist –  bei Schwangeren mit erhöhtem Risiko?","Gute Risikoeinschätzung, aber keine Diagnose Unser Fazit aus Studien mit Hochrisiko-Schwangeren: Der genetische Bluttest erkennt wahrscheinlich fast alle Föten mit bzw. Nicht nur Down-Syndrom entdeckt Die Tests können nicht nur feststellen, ob das Ungeborene wahrscheinlich das Down-Syndrom (Trisomie 21) hat, sondern möglicherweise auch von selteneren genetischen Beeinträchtigungen betroffen ist.",yes,"Bei Schwangeren mit einem auffälligen Vorergebnis kann der genetische Bluttest wahrscheinlich mit großer Genauigkeit vorhersagen, ob das Ungeborene das Down-Syndrom (Trisomie 21) hat oder nicht. Das Testergebnis liegt jedoch nicht immer richtig: In seltenen Fällen „übersieht“ der Test ein Down-Syndrom, ist also „falsch-unauffällig“. Es kann auch vorkommen, dass der Bluttest das Down-Syndrom vorhersagt, obwohl der Fötus nicht betroffen ist („falsch-auffällig“)."
318,"Haben Präparate mit Rosenwurz eine Wirkung gegen Stress und dessen Folgen, z. B. Erschöpfung?","Aus diesem Grund lässt sich anhand der vorliegenden Untersuchungen keine sichere Einschätzung ableiten, ob die Rosenwurz tatsächlich eine Wirkung gegen Stress hat. Laut EMA-Gremium ist die Wirkung der Rosenwurz nicht überzeugend belegt – das gilt übrigens nicht nur für Stress und Erschöpfung, sondern auch für andere Anwendungsgebiete wie körperliche Leistungsfähigkeit, Angststörungen oder Depressionen. Die Ergebnisse waren widersprüchlich: Drei Studien fanden einen Vorteil von Rosenwurz, zwei jedoch nicht.",unknown,"Die Wirkung von Rosenwurz wurde in mehreren kleinen Studien untersucht. Diese Studien waren jedoch meist von sehr schlechter Qualität, und sie kamen zu uneinheitlichen Ergebnissen. Deshalb können wir nach derzeitigem Erkenntnisstand keine eindeutige Aussage treffen. Wir wissen nicht, ob Rosenwurz als Anti-Stress-Mittel taugt – oder wirkungslos ist."
319,"Ist eine Therapie mit Mikrowellen wirksam und sicher, um übermäßiges Schwitzen (primäre Hyperhidrose) bei Erwachsenen langfristig zu vermindern?","Wirksamkeit schlecht untersucht Wir wollten herausfinden, wie gut die neue Therapie mit Mikrowellen gegen das Schwitzen wirkt, haben zum Thema aber leider nur eine Studie [1] mit prinzipiell gutem Studiendesign finden können. Laut Gravimetrie-Messungen gab es also langfristig keine deutliche Verbesserung durch die Mikrowellen-Therapie. Alles in allem können wir auf Basis der vorläufigen Ergebnisse nicht sagen, ob die Mikrowellentherapie langfristig wirksam und sicher ist, um die Schweißproduktion zu vermindern.",unknown,Die Behandlung mit Mikrowellen wird erst seit kurzem an Patientinnen und Patienten mit übermäßigem Schwitzen in der Achselregion durchgeführt. Die aktuelle Studienlage gibt leider keine schlüssige Auskunft über die langfristige Wirksamkeit und Sicherheit dieser Behandlungsform.
320,Hilft Salbe mit Beinwell gegen Rückenschmerzen und Knieschmerzen besser als ein Scheinmedikament (Placebo)?,Bei Schmerzen im Rücken [1] und Knie-Arthrose [2] scheint der aus Beinwell gewonnene Pflanzenextrakt besser zu helfen als ein Scheinmedikament (Placebo). Mit der Beinwell-Salbe nahm die Schmerzintensität im Vergleich zum Placebo stärker ab.,yes,"Die Wirkung von Salben mit Beinwell gegen Schmerzen im Rücken und im Knie ist nur in recht kleinen Studien mit methodischen Problemen untersucht. Eventuell ist Beinwell wirkungsvoller als Scheinmedikamente; bei Schmerzen im Kniegelenk könnte der Effekt für die Betroffenen sogar deutlich spürbar sein. Künftige Studien sollten diese möglichen Effekte noch  wesentlich genauer beleuchten.,In drei kleinen Studien wurde die Wirkung von Beinwell bei Muskelkater bzw. verstauchtem Knöchel mit jener von Placebomitteln und Schmerzmitteln verglichen. Die positiv anmutenden Ergebnisse sind allerdings nicht verlässlich; und es braucht besser durchgeführte Untersuchungen."
321,Hilft Salbe mit Beinwell bei Knöchelverstauchungen und Muskelkater??,"Unzureichend belegt Methodisch noch schlechter sind die Studien zur Anwendung von Beinwell bei Schmerzen aufgrund eines verstauchten Knöchels [3,4] oder bei Muskelkater [5] . Allerdings gibt es in der Studienpublikation einige Unklarheiten, und es handelt sich nur um eine einzige Studie mit relativ wenigen Teilnehmerinnen und Teilnehmern. Ob der Unterschied für die Betroffenen jedoch spürbar war, lässt sich nicht eindeutig sagen. Aus diesen Gründen ist diese Studie nicht aussagekräftig.",unknown,"Die Wirkung von Salben mit Beinwell gegen Schmerzen im Rücken und im Knie ist nur in recht kleinen Studien mit methodischen Problemen untersucht. Eventuell ist Beinwell wirkungsvoller als Scheinmedikamente; bei Schmerzen im Kniegelenk könnte der Effekt für die Betroffenen sogar deutlich spürbar sein. Künftige Studien sollten diese möglichen Effekte noch  wesentlich genauer beleuchten.,In drei kleinen Studien wurde die Wirkung von Beinwell bei Muskelkater bzw. verstauchtem Knöchel mit jener von Placebomitteln und Schmerzmitteln verglichen. Die positiv anmutenden Ergebnisse sind allerdings nicht verlässlich; und es braucht besser durchgeführte Untersuchungen."
322,Kann Chlorhexidin in Form von Zahnlack bei Erwachsenen die Bildung von Karies verhindern?,Allerdings scheint Chlorhexidin bei Erwachsenen entweder  gar nicht oder nur in einem sehr geringen Maß vor Karies zu schützen. In der Zusammenfassung mehrerer Studien [1] werteten die Forscherinnen und Forscher nur die Auswirkungen auf Wurzelkaries aus: Sie zeigte keinen oder nur einen sehr kleinen schützenden Effekt von Chlorhexidin. Die Einzelstudie [2] betrachtete alle Arten von Karies und schloss auf gar keinen Anti-Karies-Nutzen. Die Autorenteams beider Übersichtsarbeiten zum Chlorhexidin-Nutzen bei Kindern und Jugendlichen waren sich einig: Sie stuften die eingeschlossenen Studien wegen methodischer Mängel als wenig vertrauenswürdig ein – bessere gibt es aber offensichtlich nicht.,no,"Eine große gut gemachte Studie mit Chlorhexidin-Zahnlack hat keinen Effekt finden können. Die Zusammenfassung von mehreren kleineren Studien mit Chlorhexidin-Lack deutet darauf hin, dass Chlorhexidin-Zahnlacke vielleicht einen statistischen Effekt, aber keine für die Anwenderinnen und Anwender merkliche Anti-Karies-Wirkung haben. Gut gemachte Studien zum Nutzen von Chlorhexidin-Zahngel und Chlorhexidin-Mundspülungen zur Kariesvorbeugung haben wir nicht gefunden. Für  Kinder lassen sich keine sicheren Aussagen über den Nutzen von Chlorhexidin-Produkten zur Kariesvorbeugung treffen."
